Year,State,smoke_pct,dont_smoke_pct
2015,VA,16.5,83.4
2015,VT,16.0,84.0
2015,WA,15.0,85.0
2015,WI,17.4,82.6
2015,WV,25.7,74.3
2015,WY,19.1,80.9
2016,AK,19.1,81.0
2016,AL,21.6,78.4
2016,AR,23.6,76.4
2016,AZ,14.7,85.3
2016,CA,10.9,89.1
2016,CO,15.6,84.4
2016,CT,13.4,86.6
2016,DC,14.7,85.4
2016,DE,17.6,82.3
2016,FL,15.5,84.5
2016,GA,17.9,82.1
2016,GU,25.1,74.8
2016,HI,13.0,87.0
2016,IA,16.8,83.3
2016,ID,14.5,85.5
2016,IL,15.8,84.2
2016,IN,21.1,78.9
2016,KS,17.2,82.8
2016,KY,24.5,75.5
2016,LA,22.7,77.3
2016,MA,13.6,86.3
2016,MD,13.7,86.3
2016,ME,19.8,80.2
2016,MI,20.5,79.6
2016,MN,15.3,84.8
2016,MO,22.2,77.9
2016,MS,22.7,77.3
2016,MT,18.5,81.4
2016,NC,17.9,82.1
2016,ND,19.8,80.3
2016,NE,17.0,83.0
2016,NH,18.0,82.0
2016,NJ,14.0,86.0
2016,NM,16.6,83.4
2016,NV,16.5,83.5
2016,NY,14.2,85.9
2016,OH,22.5,77.5
2016,OK,19.6,80.4
2016,OR,16.3,83.8
2016,PA,17.9,82.1
2016,PR,10.6,89.4
2016,RI,14.5,85.6
2016,SC,20.0,80.0
2016,SD,18.1,81.9
2016,TN,22.1,77.9
2016,TX,14.2,85.8
2016,US,17.4,82.1
2016,UT,8.8,91.2
2016,UW,17.5,82.1
2016,VA,15.3,84.7
2016,VT,17.0,83.0
2016,WA,14.0,86.1
2016,WI,17.0,82.9
2016,WV,24.8,75.2
2016,WY,19.0,81.0
2017,AK,21.0,79.0
2017,AL,20.9,79.1
2017,AR,22.3,77.7
2017,AZ,15.6,84.5
2017,CA,11.4,88.7
2017,CO,14.6,85.4
2017,CT,12.8,87.3
2017,DC,14.3,85.6
2017,DE,17.0,83.0
2017,FL,16.1,83.9
2017,GA,17.5,82.5
2017,GU,26.4,73.7
2017,HI,12.8,87.2
2017,IA,17.1,82.9
2017,ID,14.4,85.7
2017,IL,15.5,84.5
2017,IN,21.8,78.2
2017,KS,17.4,82.6
2017,KY,24.6,75.4
2017,LA,23.0,76.9
2017,MA,13.6,86.3
2017,MD,13.8,86.2
2017,ME,17.3,82.7
2017,MI,19.3,80.7
2017,MN,14.5,85.4
2017,MO,20.8,79.2
2017,MS,22.2,77.8
2017,MT,17.2,82.8
2017,NC,17.1,82.8
2017,ND,18.3,81.8
2017,NE,15.4,84.6
2017,NH,15.7,84.3
2017,NJ,13.8,86.3
2017,NM,17.4,82.5
2017,NV,17.6,82.4
2017,NY,14.1,85.9
2017,OH,21.1,78.8
2017,OK,20.2,79.8
2017,OR,16.1,83.9
2017,PA,18.8,81.2
2017,PR,11.3,88.7
2017,RI,14.9,85.1
2017,SC,18.7,81.3
2017,SD,19.3,80.7
2017,TN,22.7,77.4
2017,TX,15.7,84.3
2017,US,16.9,83.2
2017,UT,8.8,91.1
2017,UW,16.9,83.3
2017,VA,16.4,83.7
2017,VT,15.8,84.2
2017,WA,13.4,86.5
2017,WI,16.0,84.0
2017,WV,26.0,74.0
2017,WY,18.7,81.3
2018,AK,19.0,80.9
2018,AL,19.2,80.9
2018,AR,22.7,77.3
2018,AZ,14.0,86.0
2018,CA,11.3,88.8
2018,CO,14.4,85.6
2018,CT,12.2,87.8
2018,DC,13.7,86.2
2018,DE,16.6,83.5
2018,FL,14.5,85.6
2018,GA,16.0,83.9
2018,GU,21.9,78.1
2018,HI,13.4,86.6
2018,IA,16.6,83.4
2018,ID,14.7,85.3
2018,IL,15.5,84.5
2018,IN,21.1,78.9
2018,KS,17.2,82.8
2018,KY,23.3,76.6
2018,LA,20.5,79.4
2018,MA,13.4,86.6
2018,MD,12.5,87.4
2018,ME,17.7,82.2
2018,MI,18.9,81.1
2018,MN,15.2,84.9
2018,MO,19.4,80.6
2018,MS,20.5,79.4
2018,MT,18.0,82.0
2018,NC,17.5,82.6
2018,ND,19.1,80.9
2018,NE,16.0,84.0
2018,NH,15.6,84.4
2018,NJ,13.0,87.0
2018,NM,15.2,84.8
2018,NV,15.7,84.3
2018,NY,12.8,87.2
2018,OH,20.5,79.5
2018,OK,19.7,80.3
2018,OR,15.7,84.4
2018,PA,17.0,83.0
2018,PR,10.0,90.1
2018,RI,14.6,85.4
2018,SC,18.0,82.0
2018,SD,19.0,81.1
2018,TN,20.7,79.4
2018,TX,14.4,85.6
2018,US,16.5,82.7
2018,UT,9.0,91.0
2018,UW,16.5,82.9
2018,VA,14.9,85.0
2018,VT,13.7,86.3
2018,WA,12.0,88.0
2018,WI,16.4,83.6
2018,WV,25.3,74.8
2018,WY,18.8,81.2
2019,AK,17.4,82.6
2019,AL,20.3,79.8
2019,AR,20.2,79.8
2019,AZ,14.9,85.1
2019,CA,10.1,90.0
2019,CO,13.5,86.5
2019,CT,12.1,87.9
2019,DC,12.8,87.2
2019,DE,15.9,84.1
2019,FL,14.8,85.2
2019,GA,16.3,83.7
2019,GU,23.4,76.6
2019,HI,12.2,87.7
2019,IA,16.4,83.6
2019,ID,15.3,84.6
2019,IL,14.5,85.5
2019,IN,19.2,80.9
2019,KS,16.2,83.8
2019,KY,23.6,76.4
2019,LA,21.9,78.2
2019,MA,12.1,87.9
2019,MD,12.7,87.3
2019,ME,17.6,82.4
2019,MI,18.6,81.4
2019,MN,14.6,85.4
2019,MO,19.6,80.4
2019,MS,20.4,79.5
2019,MT,16.6,83.4
2019,NC,18.4,81.5
2019,ND,17.1,83.0
2019,NE,14.7,85.3
2019,NH,15.9,84.1
2019,NJ,12.0,88.1
2019,NM,16.0,84.0
2019,NV,15.6,84.3
2019,NY,12.7,87.4
2019,OH,20.8,79.2
2019,OK,18.9,81.1
2019,OR,14.5,85.6
2019,PA,17.3,82.7
2019,PR,9.6,90.3
2019,RI,13.3,86.7
2019,SC,17.5,82.4
2019,SD,18.3,81.7
2019,TN,19.9,80.1
2019,TX,14.6,85.3
2019,US,15.8,84.0
2019,UT,7.9,92.1
2019,UW,15.8,83.8
2019,VA,14.1,86.0
2019,VT,15.2,84.8
2019,WA,12.7,87.3
2019,WI,15.3,84.6
2019,WV,23.7,76.3
2019,WY,18.4,81.6
2020,AK,18.0,82.0
2020,AL,18.4,81.5
2020,AR,20.4,79.5
2020,AZ,13.1,86.9
2020,CA,8.9,91.1
2020,CO,12.3,87.6
2020,CT,11.8,88.2
2020,DC,11.3,88.7
2020,DE,15.1,84.9
2020,FL,14.7,85.3
2020,GA,15.8,84.2
2020,GU,20.0,80.0
2020,HI,11.6,88.4
2020,IA,15.8,84.2
2020,ID,13.7,86.3
2020,IL,12.7,87.3
2020,IN,19.4,80.6
2020,KS,16.6,83.4
2020,KY,21.4,78.6
2020,LA,18.2,81.7
2020,MA,11.1,89.0
2020,MD,10.8,89.1
2020,ME,16.5,83.4
2020,MI,18.4,81.6
2020,MN,13.8,86.2
2020,MO,17.8,82.2
2020,MS,20.1,79.9
2020,MT,16.4,83.6
2020,NC,16.6,83.5
2020,ND,17.4,82.6
2020,NE,13.9,86.1
2020,NH,13.9,86.1
2020,NJ,10.9,89.2
2020,NM,16.0,83.9
2020,NV,14.2,85.8
2020,NY,12.0,88.0
2020,OH,19.3,80.7
2020,OK,19.0,80.9
2020,OR,13.3,86.6
2020,PA,15.7,84.3
2020,PR,9.9,90.1
2020,RI,13.4,86.5
2020,SC,18.2,81.8
2020,SD,17.8,82.3
2020,TN,19.5,80.5
2020,TX,13.2,86.8
2020,US,15.0,84.8
2020,UT,8.2,91.8
2020,UW,15.0,84.7
2020,VA,13.6,86.3
2020,VT,13.3,86.8
2020,WA,11.4,88.5
2020,WI,15.5,84.5
2020,WV,22.6,77.4
2020,WY,18.4,81.5
2021,AK,17.1,82.9
2021,AL,17.3,82.7
2021,AR,21.1,79.0
2021,AZ,13.0,86.9
2021,CA,8.9,91.2
2021,CO,11.9,88.0
2021,CT,11.1,88.9
2021,DC,9.5,90.5
2021,DE,13.4,86.6
2021,FL,13.0,87.0
2021,GA,15.0,85.0
2021,GU,20.0,80.1
2021,HI,10.1,89.9
2021,IA,14.6,85.3
2021,ID,13.4,86.7
2021,IL,12.0,88.0
2021,IN,17.3,82.6
2021,KS,15.6,84.4
2021,KY,19.6,80.4
2021,LA,19.5,80.5
2021,MA,10.6,89.4
2021,MD,10.1,90.0
2021,ME,15.6,84.4
2021,MI,17.0,83.0
2021,MN,13.4,86.6
2021,MO,17.2,82.7
2021,MS,19.6,80.4
2021,MT,14.4,85.6
2021,NC,14.4,85.6
2021,ND,15.0,85.0
2021,NE,13.4,86.6
2021,NH,12.4,87.7
2021,NJ,10.7,89.2
2021,NM,13.4,86.7
2021,NV,15.5,84.5
2021,NY,12.0,87.9
2021,OH,18.0,82.0
2021,OK,17.0,83.1
2021,OR,12.4,87.7
2021,PA,14.4,85.6
2021,PR,9.1,91.0
2021,RI,12.4,87.7
2021,SC,15.4,84.5
2021,SD,15.3,84.7
2021,TN,19.7,80.4
2021,TX,13.1,86.9
2021,US,13.8,85.4
2021,UT,7.1,92.8
2021,UW,13.9,85.2
2021,VA,12.4,87.5
2021,VT,14.8,85.2
2021,WA,10.8,89.3
2021,WI,13.4,86.7
2021,WV,21.9,78.0
2021,WY,16.5,83.6
2022,AK,16.0,84.1
2022,AL,15.7,84.4
2022,AR,18.7,81.2
2022,AZ,12.7,87.3
2022,CA,9.7,90.2
2022,CO,10.6,89.3
2022,CT,10.0,90.0
2022,DC,10.6,89.4
2022,DE,12.9,87.1
2022,FL,11.4,88.7
2022,GA,12.5,87.4
2022,GU,19.8,80.2
2022,HI,10.0,90.0
2022,IA,14.7,85.3
2022,ID,11.9,88.1
2022,IL,12.4,87.6
2022,IN,16.2,83.8
2022,KS,14.5,85.5
2022,KY,17.4,82.7
2022,LA,16.7,83.3
2022,MA,10.3,89.6
2022,MD,9.6,90.4
2022,ME,15.0,85.0
2022,MI,15.2,84.7
2022,MN,13.0,87.0
2022,MO,16.7,83.2
2022,MS,17.4,82.7
2022,MT,15.1,84.8
2022,NC,14.5,85.5
2022,ND,15.1,84.9
2022,NE,13.0,87.1
2022,NH,11.2,88.8
2022,NJ,10.4,89.6
2022,NM,15.0,85.0
2022,NV,14.8,85.2
2022,NY,11.2,88.8
2022,OH,17.1,83.0
2022,OK,15.6,84.4
2022,OR,12.5,87.6
2022,PA,14.9,85.1
2022,PR,9.4,90.5
2022,RI,11.7,88.2
2022,SC,15.3,84.6
2022,SD,14.0,86.0
2022,TN,18.6,81.4
2022,TX,11.8,88.2
2022,US,13.7,86.2
2022,UT,6.7,93.3
2022,UW,13.7,86.3
2022,VA,12.1,87.9
2022,VT,13.0,87.0
2022,WA,10.0,90.0
2022,WI,14.2,85.7
2022,WV,21.0,79.0
2022,WY,15.5,84.5
